STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,ord_brth,Birth order,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SE,Sweden,2021,,4158,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SE,Sweden,2022,,4015,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SE,Sweden,2023,,3953,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2014,,652,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2015,,631,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2016,,686,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2017,,716,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2018,,690,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2019,,703,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2020,,608,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2021,,630,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2022,,640,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SI,Slovenia,2023,,591,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2014,,1521,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2015,,1550,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2016,,1673,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2017,,1645,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2018,,1685,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2019,,1657,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2020,,1717,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2021,,1806,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2022,,1639,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SK,Slovakia,2023,,1596,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,SM,San Marino,2017,,15,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,TR,Türkiye,2018,,34277,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,TR,Türkiye,2019,,31510,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,TR,Türkiye,2020,,26594,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,TR,Türkiye,2022,,25913,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UA,Ukraine,2014,,8580,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UA,Ukraine,2015,,7542,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UA,Ukraine,2016,,7669,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UA,Ukraine,2017,,7674,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UA,Ukraine,2018,,7537,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UA,Ukraine,2019,,7306,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UA,Ukraine,2021,,7973,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UK,United Kingdom,2014,,24666,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UK,United Kingdom,2015,,25730,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UK,United Kingdom,2016,,27198,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UK,United Kingdom,2017,,28506,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,UK,United Kingdom,2018,,27701,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,XK,Kosovo*,2015,,494,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,XK,Kosovo*,2016,,524,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,XK,Kosovo*,2017,,499,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,XK,Kosovo*,2018,,534,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y37,37 years,TOTAL,Total,XK,Kosovo*,2019,,539,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AL,Albania,2014,,351,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AL,Albania,2016,,361,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AL,Albania,2017,,335,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AL,Albania,2018,,369,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AL,Albania,2019,,330,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AL,Albania,2020,,411,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AL,Albania,2021,,428,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AL,Albania,2022,,453,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AL,Albania,2023,,524,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AM,Armenia,2014,,312,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AM,Armenia,2015,,333,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AM,Armenia,2016,,386,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AM,Armenia,2017,,379,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AM,Armenia,2018,,412,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AM,Armenia,2019,,480,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2014,,2015,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2015,,2200,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2016,,2209,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2017,,2466,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2018,,2367,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2019,,2599,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2020,,2605,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2021,,2788,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2022,,2593,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AT,Austria,2023,,2556,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AZ,Azerbaijan,2014,,1009,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AZ,Azerbaijan,2015,,1051,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AZ,Azerbaijan,2016,,1115,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AZ,Azerbaijan,2017,,1004,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AZ,Azerbaijan,2018,,953,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,AZ,Azerbaijan,2019,,1085,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2014,,2678,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2015,,2715,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2016,,2845,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2017,,2938,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2018,,2961,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2019,,3044,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2020,,2931,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2021,,3066,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2022,,3058,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BE,Belgium,2023,,2945,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2014,,1175,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2015,,1266,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2016,,1247,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2017,,1198,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2018,,1202,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2019,,1251,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2020,,1200,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2021,,1245,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2022,,1346,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BG,Bulgaria,2023,,1324,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BY,Belarus,2014,,1641,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BY,Belarus,2015,,1764,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BY,Belarus,2016,,1885,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BY,Belarus,2017,,1785,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,BY,Belarus,2018,,1784,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2014,,2912,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2015,,3004,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2016,,3083,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2017,,3133,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2018,,3292,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2019,,3306,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2020,,3250,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2021,,3561,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2022,,3216,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CH,Switzerland,2023,,3240,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2014,,193,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2015,,219,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2016,,271,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2017,,243,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2018,,317,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2019,,306,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2020,,305,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2021,,381,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2022,,328,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CY,Cyprus,2023,,397,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2014,,2841,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2015,,2993,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2016,,3174,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2017,,3343,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2018,,3123,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2019,,2960,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2020,,2955,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2021,,3093,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2022,,2906,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,CZ,Czechia,2023,,2655,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,DE,Germany,2014,,20534,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,DE,Germany,2015,,21384,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,DE,Germany,2016,,23234,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,DE,Germany,2017,,23674,,,,,
dataflow,ESTAT:DEMO_FORDAGEC$DEFAULTVIEW(1.0),Live births by mother's age and birth order,A,Annual,NR,Number,Y38,38 years,TOTAL,Total,DE,Germany,2018,,25390,,,,,
