country,year,age_group_5,deaths,population
Estonia,2018,45-49,291,90222
Estonia,2018,5-9,5,75839
Estonia,2018,50-54,424,82941
Estonia,2018,55-59,754,89278
Estonia,2018,60-64,1043,84144
Estonia,2018,65-69,1439,76931
Estonia,2018,70-74,1511,54277
Estonia,2018,75-79,2085,54895
Estonia,2018,80-84,2520,38735
Estonia,2018,85+,5120,33544
Estonia,2019,0-4,31,70735
Estonia,2019,10-14,7,72512
Estonia,2019,15-19,22,61227
Estonia,2019,20-24,29,64692
Estonia,2019,25-29,63,88133
Estonia,2019,30-34,92,99574
Estonia,2019,35-39,106,92945
Estonia,2019,40-44,185,90701
Estonia,2019,45-49,290,91347
Estonia,2019,5-9,12,74176
Estonia,2019,50-54,434,83105
Estonia,2019,55-59,679,88719
Estonia,2019,60-64,980,85106
Estonia,2019,65-69,1381,77344
Estonia,2019,70-74,1556,58104
Estonia,2019,75-79,1951,51683
Estonia,2019,80-84,2564,40544
Estonia,2019,85+,5019,34173
Estonia,2020,0-4,27,71235
Estonia,2020,10-14,8,74689
Estonia,2020,15-19,19,62917
Estonia,2020,20-24,28,63051
Estonia,2020,25-29,37,81682
Estonia,2020,30-34,88,101265
Estonia,2020,35-39,139,95087
Estonia,2020,40-44,188,91061
Estonia,2020,45-49,284,91734
Estonia,2020,5-9,7,72778
Estonia,2020,50-54,470,83813
Estonia,2020,55-59,711,87640
Estonia,2020,60-64,1057,85736
Estonia,2020,65-69,1430,77501
Estonia,2020,70-74,1605,62709
Estonia,2020,75-79,1787,48633
Estonia,2020,80-84,2681,42511
Estonia,2020,85+,5245,34934
Estonia,2021,0-4,39,70321
Estonia,2021,10-14,11,76659
Estonia,2021,15-19,28,64309
Estonia,2021,20-24,33,62518
Estonia,2021,25-29,56,75693
Estonia,2021,30-34,83,101682
Estonia,2021,35-39,155,96802
Estonia,2021,40-44,228,91472
Estonia,2021,45-49,316,91538
Estonia,2021,5-9,5,71491
Estonia,2021,50-54,474,85537
Estonia,2021,55-59,720,85566
Estonia,2021,60-64,1212,85839
Estonia,2021,65-69,1659,78931
Estonia,2021,70-74,2079,66419
Estonia,2021,75-79,2036,46272
Estonia,2021,80-84,3171,43104
Estonia,2021,85+,6282,35915
Estonia,2022,0-4,33,69534
Estonia,2022,10-14,14,76913
Estonia,2022,15-19,23,66578
Estonia,2022,20-24,45,62027
Estonia,2022,25-29,42,72479
Estonia,2022,30-34,97,100253
Estonia,2022,35-39,161,98782
Estonia,2022,40-44,224,92290
Estonia,2022,45-49,316,91346
Estonia,2022,5-9,8,71352
Estonia,2022,50-54,457,87998
Estonia,2022,55-59,653,83564
Estonia,2022,60-64,1082,86534
Estonia,2022,65-69,1481,79065
Estonia,2022,70-74,1855,68117
Estonia,2022,75-79,1798,44781
Estonia,2022,80-84,2982,43811
Estonia,2022,85+,6044,36372
Estonia,2023,0-4,30,69643
Estonia,2023,10-14,10,79583
Estonia,2023,15-19,28,72125
Estonia,2023,20-24,35,64477
Estonia,2023,25-29,44,71376
Estonia,2023,30-34,100,100657
Estonia,2023,35-39,152,105172
Estonia,2023,40-44,234,95725
Estonia,2023,45-49,289,93384
Estonia,2023,5-9,14,74693
Estonia,2023,50-54,464,91768
Estonia,2023,55-59,600,83015
Estonia,2023,60-64,1010,87813
Estonia,2023,65-69,1345,80426
Estonia,2023,70-74,1721,69472
Estonia,2023,75-79,1773,46368
Estonia,2023,80-84,2556,42389
Estonia,2023,85+,5597,37798
Finland,2011,0-4,182,301621
Finland,2011,10-14,30,296709
Finland,2011,15-19,118,332084
Finland,2011,20-24,201,327780
Finland,2011,25-29,246,346063
Finland,2011,30-34,267,339277
Finland,2011,35-39,319,313917
Finland,2011,40-44,492,349683
Finland,2011,45-49,900,377077
Finland,2011,5-9,28,289347
Finland,2011,50-54,1518,374857
Finland,2011,55-59,2368,384108
Finland,2011,60-64,3572,401712
Finland,2011,65-69,3787,281997
Finland,2011,70-74,4517,223495
Finland,2011,75-79,6005,179637
Finland,2011,80-84,8690,141752
Finland,2011,85+,17345,114160
Finland,2012,0-4,181,302977
Finland,2012,10-14,26,292889
Finland,2012,15-19,119,327766
Finland,2012,20-24,205,332881
Finland,2012,25-29,238,345438
Finland,2012,30-34,253,340247
Finland,2012,35-39,326,320917
Finland,2012,40-44,498,339160
Finland,2012,45-49,886,375591
Finland,2012,5-9,30,293116
Finland,2012,50-54,1343,371613
Finland,2012,55-59,2205,383809
Finland,2012,60-64,3478,395223
Finland,2012,65-69,4131,296656
Finland,2012,70-74,4690,239251
Finland,2012,75-79,5980,180510
Finland,2012,80-84,8893,144120
Finland,2012,85+,18225,119103
Finland,2013,0-4,137,304083
Finland,2013,10-14,27,290329
Finland,2013,15-19,95,320713
Finland,2013,20-24,185,339758
Finland,2013,25-29,222,341295
Finland,2013,30-34,283,344759
Finland,2013,35-39,318,329842
Finland,2013,40-44,455,327470
Finland,2013,45-49,856,373298
Finland,2013,5-9,18,296980
Finland,2013,50-54,1242,371171
Finland,2013,55-59,2173,379195
Finland,2013,60-64,3357,389588
Finland,2013,65-69,4426,331528
Finland,2013,70-74,4549,233799
Finland,2013,75-79,6145,184079
Finland,2013,80-84,8468,145203
Finland,2013,85+,18516,123584
Finland,2014,0-4,156,303006
Finland,2014,10-14,26,291142
Finland,2014,15-19,88,313546
Finland,2014,20-24,165,340871
Finland,2014,25-29,231,339934
Finland,2014,30-34,257,350780
Finland,2014,35-39,316,340126
Finland,2014,40-44,394,315840
Finland,2014,45-49,741,368266
Finland,2014,5-9,28,300873
Finland,2014,50-54,1273,374932
Finland,2014,55-59,1971,374239
Finland,2014,60-64,3205,381168
Finland,2014,65-69,4570,356236
Finland,2014,70-74,4579,235915
Finland,2014,75-79,6320,191561
Finland,2014,80-84,8429,143760
Finland,2014,85+,19437,129075
Finland,2015,0-4,120,300136
Finland,2015,10-14,29,292299
Finland,2015,15-19,82,306582
Finland,2015,20-24,168,342086
Finland,2015,25-29,184,339565
Finland,2015,30-34,241,355387
Finland,2015,35-39,284,344429
Finland,2015,40-44,376,314679
Finland,2015,45-49,742,359317
Finland,2015,5-9,16,304173
Finland,2015,50-54,1196,375585
Finland,2015,55-59,1909,370897
Finland,2015,60-64,3039,375230
Finland,2015,65-69,4783,376614
Finland,2015,70-74,4547,238873
Finland,2015,75-79,6336,198424
Finland,2015,80-84,8227,143437
Finland,2015,85+,20213,134040
Finland,2016,0-4,123,294378
Finland,2016,10-14,30,293927
Finland,2016,15-19,81,301171
Finland,2016,20-24,170,339216
Finland,2016,25-29,206,342528
Finland,2016,30-34,238,356932
Finland,2016,35-39,312,345816
Finland,2016,40-44,386,317879
Finland,2016,45-49,696,350369
Finland,2016,5-9,29,307718
Finland,2016,50-54,1242,374501
Finland,2016,55-59,1810,368110
Finland,2016,60-64,3038,371660
Finland,2016,65-69,4643,381263
Finland,2016,70-74,5093,261165
Finland,2016,75-79,6438,197194
Finland,2016,80-84,8306,144235
Finland,2016,85+,21082,139246
Finland,2017,0-4,136,287537
Finland,2017,10-14,23,297744
Finland,2017,15-19,111,298664
Finland,2017,20-24,184,335040
Finland,2017,25-29,205,347839
Finland,2017,30-34,255,356563
Finland,2017,35-39,290,346604
Finland,2017,40-44,431,324746
Finland,2017,45-49,594,339818
Finland,2017,5-9,24,308897
Finland,2017,50-54,1178,372735
Finland,2017,55-59,1742,365424
Finland,2017,60-64,2956,371711
Finland,2017,65-69,4551,375219
Finland,2017,70-74,5331,274915
Finland,2017,75-79,6466,211742
Finland,2017,80-84,8301,145222
Finland,2017,85+,20944,142877
Finland,2018,0-4,132,278510
Finland,2018,10-14,23,301850
Finland,2018,15-19,109,296055
Finland,2018,20-24,165,327752
Finland,2018,25-29,198,354325
Finland,2018,30-34,233,352269
Finland,2018,35-39,299,350498
Finland,2018,40-44,394,332814
Finland,2018,45-49,622,327889
Finland,2018,5-9,14,310064
Finland,2018,50-54,1122,369756
Finland,2018,55-59,1795,364798
Finland,2018,60-64,2899,367232
Finland,2018,65-69,4318,370001
Finland,2018,70-74,5767,307517
Finland,2018,75-79,6348,207063
Finland,2018,80-84,8424,148572
Finland,2018,85+,21665,146165
Finland,2019,0-4,119,267686
Finland,2019,10-14,33,305538
Finland,2019,15-19,110,296167
Finland,2019,20-24,206,320376
Finland,2019,25-29,222,354872
Finland,2019,30-34,238,350396
Finland,2019,35-39,334,355751
Finland,2019,40-44,429,342365
Finland,2019,45-49,550,315578
Finland,2019,5-9,13,309010
Finland,2019,50-54,1040,364549
Finland,2019,55-59,1672,368233
Finland,2019,60-64,2577,362561
Finland,2019,65-69,4211,362208
Finland,2019,70-74,6125,330660
Finland,2019,75-79,6370,209259
Finland,2019,80-84,8345,155089
Finland,2019,85+,21355,147621
Finland,2020,0-4,106,255924
Finland,2020,10-14,24,308825
Finland,2020,15-19,119,296671
Finland,2020,20-24,185,313944
Finland,2020,25-29,227,355685
Finland,2020,30-34,236,350768
Finland,2020,35-39,310,360782
Finland,2020,40-44,458,346475
Finland,2020,45-49,620,314373
Finland,2020,5-9,12,306287
Finland,2020,50-54,1021,355794
Finland,2020,55-59,1725,368871
Finland,2020,60-64,2706,359619
Finland,2020,65-69,4085,356960
Finland,2020,70-74,6483,349731
Finland,2020,75-79,6399,212177
Finland,2020,80-84,8854,161396
Finland,2020,85+,21918,151010
Finland,2021,0-4,106,246992
Finland,2021,10-14,29,312919
Finland,2021,15-19,107,298232
Finland,2021,20-24,164,308410
Finland,2021,25-29,178,352990
Finland,2021,30-34,236,355067
Finland,2021,35-39,287,363694
Finland,2021,40-44,412,348531
Finland,2021,45-49,571,317890
Finland,2021,5-9,25,300950
Finland,2021,50-54,1013,347146
Finland,2021,55-59,1759,367783
Finland,2021,60-64,2709,357251
Finland,2021,65-69,4147,353975
Finland,2021,70-74,6611,354128
Finland,2021,75-79,7068,232426
Finland,2021,80-84,9137,160459
Finland,2021,85+,23100,154950
Finland,2022,0-4,124,243290
Finland,2022,10-14,28,314352
Finland,2022,15-19,95,302695
Finland,2022,20-24,181,305266
Finland,2022,25-29,193,349251
Finland,2022,30-34,222,361543
Finland,2022,35-39,326,364634
Finland,2022,40-44,419,350308
Finland,2022,45-49,660,325423
Finland,2022,5-9,16,294152
Finland,2022,50-54,989,337196
Finland,2022,55-59,1701,366313
Finland,2022,60-64,2709,354782
Finland,2022,65-69,4472,354164
Finland,2022,70-74,6826,348817
Finland,2022,75-79,8269,245370
Finland,2022,80-84,10211,173052
Finland,2022,85+,25778,157633
Finland,2023,0-4,103,238282
Finland,2023,10-14,27,316194
Finland,2023,15-19,126,307960
Finland,2023,20-24,213,304385
Finland,2023,25-29,188,344950
Finland,2023,30-34,249,372101
Finland,2023,35-39,310,363619
Finland,2023,40-44,445,356657
Finland,2023,45-49,572,334702
Finland,2023,5-9,28,285852
Finland,2023,50-54,943,326045
Finland,2023,55-59,1654,364009
Finland,2023,60-64,2625,354703
Finland,2023,65-69,4118,349928
Finland,2023,70-74,6422,343733
Finland,2023,75-79,8912,273662
Finland,2023,80-84,9709,168074
Finland,2023,85+,24695,159114
France,2011,0-4,3394,4027951
France,2011,10-14,386,4012743
France,2011,15-19,1192,3980103
France,2011,20-24,1968,4017384
France,2011,25-29,2263,3984342
France,2011,30-34,2672,3993537
France,2011,35-39,4303,4418575
France,2011,40-44,7008,4502576
France,2011,45-49,11400,4530811
France,2011,5-9,348,4028667
France,2011,50-54,17849,4324450
France,2011,55-59,25161,4172108
France,2011,60-64,33410,4108927
France,2011,65-69,31320,2684105
France,2011,70-74,39515,2431414
France,2011,75-79,61460,2269226
France,2011,80-84,88978,1811011
France,2011,85+,212594,1680791
France,2012,0-4,3489,4020764
France,2012,10-14,392,4054869
France,2012,15-19,1107,3925548
France,2012,20-24,1843,3987272
France,2012,25-29,2122,3963811
France,2012,30-34,2578,4068574
France,2012,35-39,3872,4285424
France,2012,40-44,6772,4519227
France,2012,45-49,11183,4551636
France,2012,5-9,315,4054721
France,2012,50-54,17310,4350717
France,2012,55-59,25086,4182983
France,2012,60-64,33808,4123400
France,2012,65-69,34560,2968321
France,2012,70-74,39111,2372182
France,2012,75-79,61173,2254490
France,2012,80-84,92007,1833898
France,2012,85+,233258,1759146
France,2013,0-4,3499,4017263
France,2013,10-14,390,4096891
France,2013,15-19,985,3911515
France,2013,20-24,1718,3957404
France,2013,25-29,1983,3931802
France,2013,30-34,2584,4118479
France,2013,35-39,3753,4169742
France,2013,40-44,6661,4566996
France,2013,45-49,10893,4548225
France,2013,5-9,378,4079151
France,2013,50-54,16742,4371964
France,2013,55-59,24474,4184730
France,2013,60-64,33505,4121783
France,2013,65-69,37125,3234527
France,2013,70-74,39095,2371924
France,2013,75-79,58616,2229804
France,2013,80-84,89808,1865947
France,2013,85+,237156,1822203
France,2014,0-4,3438,4026337
France,2014,10-14,362,4151685
France,2014,15-19,953,3976653
France,2014,20-24,1558,3903097
France,2014,25-29,2052,3969470
France,2014,30-34,2583,4143067
France,2014,35-39,3636,4087317
France,2014,40-44,6257,4596139
France,2014,45-49,10451,4535795
France,2014,5-9,351,4148663
France,2014,50-54,16197,4431312
France,2014,55-59,23652,4212785
France,2014,60-64,32738,4098261
France,2014,65-69,38657,3483363
France,2014,70-74,38167,2404680
France,2014,75-79,56101,2230617
France,2014,80-84,86718,1876052
France,2014,85+,235564,1890687
France,2015,0-4,3509,3994218
France,2015,10-14,395,4176368
France,2015,15-19,1096,4021728
France,2015,20-24,1595,3837503
France,2015,25-29,1956,3968587
France,2015,30-34,2608,4146270
France,2015,35-39,3583,4053739
France,2015,40-44,6353,4558124
France,2015,45-49,10389,4508550
France,2015,5-9,362,4175455
France,2015,50-54,16182,4466248
France,2015,55-59,24120,4233180
France,2015,60-64,32774,4083926
France,2015,65-69,41852,3711371
France,2015,70-74,39762,2447800
France,2015,75-79,57469,2218069
France,2015,80-84,89745,1895559
France,2015,85+,260057,1961458
France,2016,0-4,3475,3931257
France,2016,10-14,359,4156125
France,2016,15-19,996,4077434
France,2016,20-24,1550,3785684
France,2016,25-29,1960,3951657
France,2016,30-34,2487,4101033
France,2016,35-39,3542,4110698
France,2016,40-44,5913,4458725
France,2016,45-49,10067,4496777
France,2016,5-9,331,4196053
France,2016,50-54,15568,4489037
France,2016,55-59,23781,4259584
France,2016,60-64,33072,4057572
France,2016,65-69,43265,3939429
France,2016,70-74,42249,2521430
France,2016,75-79,54943,2195602
France,2016,80-84,86522,1882143
France,2016,85+,263925,2028151
France,2017,0-4,3491,3879261
France,2017,10-14,364,4165830
France,2017,15-19,957,4103136
France,2017,20-24,1538,3752221
France,2017,25-29,1874,3910256
France,2017,30-34,2396,4078443
France,2017,35-39,3572,4184460
France,2017,40-44,5655,4326446
France,2017,45-49,9785,4505491
France,2017,5-9,301,4176718
France,2017,50-54,15600,4497755
France,2017,55-59,23204,4275447
France,2017,60-64,32849,4066565
France,2017,65-69,43575,3953437
France,2017,70-74,45627,2785807
France,2017,75-79,54255,2144283
France,2017,80-84,85280,1886429
France,2017,85+,276087,2117831
France,2018,0-4,3425,3818866
France,2018,10-14,373,4183073
France,2018,15-19,972,4142585
France,2018,20-24,1521,3728702
France,2018,25-29,1818,3885848
France,2018,30-34,2449,4059532
France,2018,35-39,3726,4239440
France,2018,40-44,5570,4214110
France,2018,45-49,9833,4546390
France,2018,5-9,298,4176782
France,2018,50-54,15380,4497881
France,2018,55-59,23051,4292459
France,2018,60-64,32374,4067037
France,2018,65-69,43405,3948211
France,2018,70-74,48916,3037754
France,2018,75-79,53876,2146391
France,2018,80-84,83148,1872278
France,2018,85+,279612,2168885
France,2019,0-4,3401,3749941
France,2019,10-14,350,4213873
France,2019,15-19,1043,4182553
France,2019,20-24,1443,3772150
France,2019,25-29,1839,3813474
France,2019,30-34,2538,4079883
France,2019,35-39,3710,4250067
France,2019,40-44,5196,4126048
France,2019,45-49,9546,4574371
France,2019,5-9,321,4150710
France,2019,50-54,15042,4477026
France,2019,55-59,22342,4344690
France,2019,60-64,32013,4090960
France,2019,65-69,42892,3923732
France,2019,70-74,52240,3270564
France,2019,75-79,53884,2182473
France,2019,80-84,82247,1877724
France,2019,85+,283341,2210232
France,2020,0-4,3073,3683202
France,2020,10-14,367,4231639
France,2020,15-19,979,4183848
France,2020,20-24,1479,3800748
France,2020,25-29,1733,3771805
France,2020,30-34,2485,4092427
France,2020,35-39,3561,4251356
France,2020,40-44,5350,4096004
France,2020,45-49,9636,4535920
France,2020,5-9,282,4124419
France,2020,50-54,15112,4446294
France,2020,55-59,23057,4387067
France,2020,60-64,33211,4122086
France,2020,65-69,44978,3913190
France,2020,70-74,59824,3486623
France,2020,75-79,60202,2217741
France,2020,80-84,89191,1875096
France,2020,85+,314544,2254186
France,2021,0-4,3200,3618835
France,2021,10-14,372,4273595
France,2021,15-19,952,4160556
France,2021,20-24,1579,3868391
France,2021,25-29,1782,3762034
France,2021,30-34,2501,4111392
France,2021,35-39,3753,4235320
France,2021,40-44,5519,4172167
France,2021,45-49,9223,4459449
France,2021,5-9,301,4075845
France,2021,50-54,15313,4448570
France,2021,55-59,23081,4420139
France,2021,60-64,33632,4152154
France,2021,65-69,46130,3890326
France,2021,70-74,62878,3699086
France,2021,75-79,63757,2280134
France,2021,80-84,85424,1843055
France,2021,85+,302382,2257520
France,2022,0-4,3377,3575218
France,2022,10-14,437,4273827
France,2022,15-19,1022,4181454
France,2022,20-24,1712,3926056
France,2022,25-29,1831,3786823
France,2022,30-34,2566,4125645
France,2022,35-39,3863,4248626
France,2022,40-44,5717,4277620
France,2022,45-49,8887,4347593
France,2022,5-9,357,4028449
France,2022,50-54,15052,4478052
France,2022,55-59,22668,4451374
France,2022,60-64,33125,4180619
France,2022,65-69,45353,3904936
France,2022,70-74,62410,3719823
France,2022,75-79,68369,2518634
France,2022,80-84,83064,1794190
France,2022,85+,315461,2272764
France,2023,0-4,3235,3522456
France,2023,10-14,391,4279577
France,2023,15-19,1012,4211370
France,2023,20-24,1656,3957159
France,2023,25-29,1776,3796389
France,2023,30-34,2481,4123229
France,2023,35-39,3772,4242623
France,2023,40-44,5633,4338634
France,2023,45-49,8289,4241845
France,2023,5-9,302,3955233
France,2023,50-54,14419,4523772
France,2023,55-59,21711,4456072
France,2023,60-64,31485,4202080
France,2023,65-69,43315,3904313
France,2023,70-74,58830,3715557
France,2023,75-79,69527,2745800
France,2023,80-84,77635,1791483
France,2023,85+,293957,2269618
Germany,2011,0-4,2871,3390732
Germany,2011,10-14,395,3943660
Germany,2011,15-19,1034,4068782
Germany,2011,20-24,1922,4854620
Germany,2011,25-29,2031,4813726
Germany,2011,30-34,2607,4705864
Germany,2011,35-39,3564,4818704
Germany,2011,40-44,7946,6432651
Germany,2011,45-49,15378,6966174
Germany,2011,5-9,311,3549242
Germany,2011,50-54,24003,6132158
Germany,2011,55-59,33128,5383155
Germany,2011,60-64,43196,4586175
Germany,2011,65-69,56554,4325092
Germany,2011,70-74,99375,4866691
Germany,2011,75-79,117121,3201609
Germany,2011,80-84,151448,2321513
Germany,2011,85+,289311,1861517
Germany,2012,0-4,2626,3386586
Germany,2012,10-14,326,3889094
Germany,2012,15-19,1019,4027946
Germany,2012,20-24,1693,4822077
Germany,2012,25-29,1935,4855407
Germany,2012,30-34,2450,4809954
Germany,2012,35-39,3345,4649446
Germany,2012,40-44,7398,6166630
Germany,2012,45-49,14886,6998760
Germany,2012,5-9,297,3497326
Germany,2012,50-54,23837,6324080
Germany,2012,55-59,32772,5465592
Germany,2012,60-64,44437,4831570
Germany,2012,65-69,53634,3984744
Germany,2012,70-74,98984,4952544
Germany,2012,75-79,121482,3396972
Germany,2012,80-84,153966,2333431
Germany,2012,85+,304302,1935741
Germany,2013,0-4,2684,3392242
Germany,2013,10-14,302,3808352
Germany,2013,15-19,985,4038105
Germany,2013,20-24,1538,4754681
Germany,2013,25-29,1950,4923879
Germany,2013,30-34,2592,4915126
Germany,2013,35-39,3461,4612016
Germany,2013,40-44,6814,5844523
Germany,2013,45-49,14549,6978201
Germany,2013,5-9,307,3482309
Germany,2013,50-54,24398,6505934
Germany,2013,55-59,33818,5563619
Germany,2013,60-64,46112,4989604
Germany,2013,65-69,54164,3940115
Germany,2013,70-74,97562,4826272
Germany,2013,75-79,129729,3623049
Germany,2013,80-84,153481,2326832
Germany,2013,85+,319379,1998887
Germany,2014,0-4,2691,3409492
Germany,2014,10-14,317,3744380
Germany,2014,15-19,929,4040497
Germany,2014,20-24,1510,4662031
Germany,2014,25-29,1872,5046426
Germany,2014,30-34,2546,4995969
Germany,2014,35-39,3416,4669105
Germany,2014,40-44,6229,5483899
Germany,2014,45-49,13654,6881594
Germany,2014,5-9,247,3488560
Germany,2014,50-54,23993,6708858
Germany,2014,55-59,33292,5688892
Germany,2014,60-64,45858,5094950
Germany,2014,65-69,51882,3924395
Germany,2014,70-74,90801,4664320
Germany,2014,75-79,131004,3897735
Germany,2014,80-84,144686,2297709
Germany,2014,85+,313429,2068651
Germany,2015,0-4,2869,3486411
Germany,2015,10-14,323,3708834
Germany,2015,15-19,987,4066788
Germany,2015,20-24,1537,4586328
Germany,2015,25-29,2064,5166826
Germany,2015,30-34,2785,5074081
Germany,2015,35-39,3616,4758616
Germany,2015,40-44,6084,5184279
Germany,2015,45-49,13406,6722424
Germany,2015,5-9,250,3491478
Germany,2015,50-54,24215,6856652
Germany,2015,55-59,34939,5853132
Germany,2015,60-64,47756,5152977
Germany,2015,65-69,56654,4008894
Germany,2015,70-74,87826,4426214
Germany,2015,75-79,139969,4109305
Germany,2015,80-84,156006,2396702
Germany,2015,85+,343914,2147596
Germany,2016,0-4,3157,3613546
Germany,2016,10-14,327,3695666
Germany,2016,15-19,992,4189964
Germany,2016,20-24,1445,4587878
Germany,2016,25-29,1934,5387681
Germany,2016,30-34,2690,5167860
Germany,2016,35-39,3716,4951744
Germany,2016,40-44,5852,4990088
Germany,2016,45-49,12793,6523704
Germany,2016,5-9,315,3571914
Germany,2016,50-54,23588,6954765
Germany,2016,55-59,35433,6038640
Germany,2016,60-64,47456,5202056
Germany,2016,65-69,60804,4331884
Germany,2016,70-74,78459,3969193
Germany,2016,75-79,138768,4269898
Germany,2016,80-84,155874,2524412
Germany,2016,85+,337299,2204791
Germany,2017,0-4,3010,3756446
Germany,2017,10-14,302,3678195
Germany,2017,15-19,904,4172869
Germany,2017,20-24,1417,4574031
Germany,2017,25-29,1833,5366756
Germany,2017,30-34,2714,5221075
Germany,2017,35-39,3752,5058038
Germany,2017,40-44,5314,4821986
Germany,2017,45-49,11750,6259912
Germany,2017,5-9,266,3613927
Germany,2017,50-54,22885,6984307
Germany,2017,55-59,35073,6223126
Germany,2017,60-64,47691,5281280
Germany,2017,65-69,62729,4563301
Germany,2017,70-74,75585,3654937
Germany,2017,75-79,139236,4349557
Germany,2017,80-84,165341,2694971
Germany,2017,85+,352470,2246939
Germany,2018,0-4,2999,3846778
Germany,2018,10-14,324,3682765
Germany,2018,15-19,943,4080567
Germany,2018,20-24,1423,4602514
Germany,2018,25-29,1836,5298080
Germany,2018,30-34,2637,5290252
Germany,2018,35-39,3833,5163210
Germany,2018,40-44,5547,4788357
Germany,2018,45-49,11060,5943287
Germany,2018,5-9,290,3642216
Germany,2018,50-54,22654,6968045
Germany,2018,55-59,36452,6401516
Germany,2018,60-64,49584,5375053
Germany,2018,65-69,65660,4711694
Germany,2018,70-74,75437,3611909
Germany,2018,75-79,137300,4235423
Germany,2018,80-84,176688,2885211
Germany,2018,85+,360207,2265474
Germany,2019,0-4,2952,3926397
Germany,2019,10-14,314,3702180
Germany,2019,15-19,874,4003477
Germany,2019,20-24,1350,4607272
Germany,2019,25-29,1745,5193335
Germany,2019,30-34,2635,5409029
Germany,2019,35-39,3899,5237416
Germany,2019,40-44,5435,4841738
Germany,2019,45-49,10140,5584519
Germany,2019,5-9,290,3662238
Germany,2019,50-54,21415,6875948
Germany,2019,55-59,35552,6598218
Germany,2019,60-64,48966,5493914
Germany,2019,65-69,65504,4808497
Germany,2019,70-74,73890,3596545
Germany,2019,75-79,129065,4089384
Germany,2019,80-84,181439,3111597
Germany,2019,85+,354055,2277509
Germany,2020,0-4,2780,3961376
Germany,2020,10-14,271,3702913
Germany,2020,15-19,799,3939243
Germany,2020,20-24,1378,4608431
Germany,2020,25-29,1667,5074471
Germany,2020,30-34,2607,5495720
Germany,2020,35-39,4061,5289210
Germany,2020,40-44,5803,4909026
Germany,2020,45-49,9704,5273358
Germany,2020,5-9,255,3726970
Germany,2020,50-54,20808,6710235
Germany,2020,55-59,36523,6737305
Germany,2020,60-64,50936,5647771
Germany,2020,65-69,67524,4859032
Germany,2020,70-74,78728,3674095
Germany,2020,75-79,123229,3876420
Germany,2020,80-84,194795,3294281
Germany,2020,85+,383704,2386854
Germany,2021,0-4,2794,3969138
Germany,2021,10-14,309,3725094
Germany,2021,15-19,894,3856774
Germany,2021,20-24,1358,4570491
Germany,2021,25-29,1682,4912939
Germany,2021,30-34,2670,5581088
Germany,2021,35-39,4142,5290876
Germany,2021,40-44,6175,5034888
Germany,2021,45-49,9920,5035860
Germany,2021,5-9,265,3783568
Germany,2021,50-54,21146,6487224
Germany,2021,55-59,38204,6817318
Germany,2021,60-64,54781,5818137
Germany,2021,65-69,72000,4899104
Germany,2021,70-74,89031,3968070
Germany,2021,75-79,115808,3468028
Germany,2021,80-84,203887,3430502
Germany,2021,85+,398621,2505932
Germany,2022,0-4,2821,3975333
Germany,2022,10-14,312,3743461
Germany,2022,15-19,947,3826980
Germany,2022,20-24,1431,4522527
Germany,2022,25-29,1734,4892729
Germany,2022,30-34,2756,5553604
Germany,2022,35-39,4304,5335194
Germany,2022,40-44,6391,5132299
Germany,2022,45-49,9200,4864404
Germany,2022,5-9,314,3888141
Germany,2022,50-54,19812,6225112
Germany,2022,55-59,37008,6846797
Germany,2022,60-64,55717,5994044
Germany,2022,65-69,73447,4967930
Germany,2022,70-74,93819,4173292
Germany,2022,75-79,112962,3183622
Germany,2022,80-84,209231,3486211
Germany,2022,85+,434135,2625444
Germany,2023,0-4,2715,3864748
Germany,2023,10-14,350,3802005
Germany,2023,15-19,938,3864600
Germany,2023,20-24,1364,4406873
Germany,2023,25-29,1633,4826247
Germany,2023,30-34,2592,5449752
Germany,2023,35-39,4223,5458911
Germany,2023,40-44,6357,5284200
Germany,2023,45-49,9151,4832604
Germany,2023,5-9,368,3952215
Germany,2023,50-54,18064,5932063
Germany,2023,55-59,35104,6796205
Germany,2023,60-64,55165,6157874
Germany,2023,65-69,72398,5070899
Germany,2023,70-74,93914,4295215
Germany,2023,75-79,107835,3103205
Germany,2023,80-84,195086,3321449
Germany,2023,85+,420949,2699436
Greece,2011,0-4,437,557150
Greece,2011,10-14,73,538754
Greece,2011,15-19,186,571559
Greece,2011,20-24,364,641958
Greece,2011,25-29,429,762992
Greece,2011,30-34,574,848386
Greece,2011,35-39,727,842369
Greece,2011,40-44,1143,856767
Greece,2011,45-49,1747,771387
Greece,2011,5-9,55,532350
Greece,2011,50-54,2648,742438
Greece,2011,55-59,3794,670680
Greece,2011,60-64,5071,640889
Greece,2011,65-69,6404,532988
Greece,2011,70-74,10238,550008
Greece,2011,75-79,16923,487574
Greece,2011,80-84,23684,346963
Greece,2011,85+,36602,228180
Greece,2012,0-4,369,553047
Greece,2012,10-14,48,537649
Greece,2012,15-19,180,557552
Greece,2012,20-24,328,628931
Greece,2012,25-29,377,719851
Greece,2012,30-34,583,835417
Greece,2012,35-39,722,837504
Greece,2012,40-44,1127,857037
Greece,2012,45-49,1709,778229
Greece,2012,5-9,52,535384
Greece,2012,50-54,2638,745506
Greece,2012,55-59,3899,680070
Greece,2012,60-64,5166,639768
Greece,2012,65-69,6966,553892
Greece,2012,70-74,10082,531717
Greece,2012,75-79,17233,490878
