country,year,age_group_5,deaths,population
Ireland,2013,55-59,1187,250151
Ireland,2013,60-64,1671,222484
Ireland,2013,65-69,2322,187723
Ireland,2013,70-74,2815,137408
Ireland,2013,75-79,3715,105538
Ireland,2013,80-84,4847,72948
Ireland,2013,85+,9892,60457
Ireland,2014,0-4,264,347769
Ireland,2014,10-14,27,309118
Ireland,2014,15-19,59,289110
Ireland,2014,20-24,148,277122
Ireland,2014,25-29,168,309754
Ireland,2014,30-34,229,385021
Ireland,2014,35-39,262,370541
Ireland,2014,40-44,383,345449
Ireland,2014,45-49,529,311925
Ireland,2014,5-9,31,340128
Ireland,2014,50-54,823,287617
Ireland,2014,55-59,1195,254542
Ireland,2014,60-64,1635,225516
Ireland,2014,65-69,2363,195535
Ireland,2014,70-74,2885,142932
Ireland,2014,75-79,3731,108230
Ireland,2014,80-84,4794,75505
Ireland,2014,85+,9726,62038
Ireland,2015,0-4,257,340419
Ireland,2015,10-14,18,313579
Ireland,2015,15-19,66,294505
Ireland,2015,20-24,108,275991
Ireland,2015,25-29,154,300545
Ireland,2015,30-34,206,372431
Ireland,2015,35-39,270,377485
Ireland,2015,40-44,365,351901
Ireland,2015,45-49,531,316059
Ireland,2015,5-9,20,347408
Ireland,2015,50-54,847,293486
Ireland,2015,55-59,1205,259193
Ireland,2015,60-64,1582,229764
Ireland,2015,65-69,2308,201997
Ireland,2015,70-74,2991,149225
Ireland,2015,75-79,3863,111281
Ireland,2015,80-84,4877,77987
Ireland,2015,85+,10459,64371
Ireland,2016,0-4,225,333134
Ireland,2016,10-14,30,317689
Ireland,2016,15-19,86,300000
Ireland,2016,20-24,100,273996
Ireland,2016,25-29,122,297345
Ireland,2016,30-34,184,362424
Ireland,2016,35-39,267,386021
Ireland,2016,40-44,376,355742
Ireland,2016,45-49,549,323074
Ireland,2016,5-9,13,353681
Ireland,2016,50-54,788,297660
Ireland,2016,55-59,1182,266249
Ireland,2016,60-64,1651,234752
Ireland,2016,65-69,2340,206603
Ireland,2016,70-74,3139,157500
Ireland,2016,75-79,3970,113843
Ireland,2016,80-84,5061,79946
Ireland,2016,85+,10584,66627
Ireland,2017,0-4,215,328108
Ireland,2017,10-14,18,323765
Ireland,2017,15-19,56,308058
Ireland,2017,20-24,87,277073
Ireland,2017,25-29,125,294894
Ireland,2017,30-34,186,352280
Ireland,2017,35-39,238,394414
Ireland,2017,40-44,373,362812
Ireland,2017,45-49,514,331769
Ireland,2017,5-9,27,360348
Ireland,2017,50-54,804,302843
Ireland,2017,55-59,1115,273413
Ireland,2017,60-64,1589,241578
Ireland,2017,65-69,2241,211443
Ireland,2017,70-74,3109,168167
Ireland,2017,75-79,3949,116412
Ireland,2017,80-84,5011,82740
Ireland,2017,85+,10660,69040
Ireland,2018,0-4,198,321429
Ireland,2018,10-14,35,331383
Ireland,2018,15-19,62,314902
Ireland,2018,20-24,97,286727
Ireland,2018,25-29,126,291923
Ireland,2018,30-34,196,339626
Ireland,2018,35-39,256,397968
Ireland,2018,40-44,394,368140
Ireland,2018,45-49,585,340702
Ireland,2018,5-9,13,359483
Ireland,2018,50-54,798,306890
Ireland,2018,55-59,1200,279020
Ireland,2018,60-64,1633,246350
Ireland,2018,65-69,2432,216047
Ireland,2018,70-74,3255,176927
Ireland,2018,75-79,3999,121267
Ireland,2018,80-84,5024,85108
Ireland,2018,85+,10837,71841
Ireland,2019,0-4,189,316815
Ireland,2019,10-14,22,342127
Ireland,2019,15-19,55,321199
Ireland,2019,20-24,75,299533
Ireland,2019,25-29,114,292185
Ireland,2019,30-34,144,334797
Ireland,2019,35-39,241,400014
Ireland,2019,40-44,384,378851
Ireland,2019,45-49,511,351103
Ireland,2019,5-9,31,356814
Ireland,2019,50-54,794,311572
Ireland,2019,55-59,1212,286217
Ireland,2019,60-64,1657,253358
Ireland,2019,65-69,2255,219916
Ireland,2019,70-74,3347,184767
Ireland,2019,75-79,3913,128775
Ireland,2019,80-84,5000,87701
Ireland,2019,85+,11015,74567
Ireland,2020,0-4,190,310956
Ireland,2020,10-14,20,352772
Ireland,2020,15-19,59,326755
Ireland,2020,20-24,82,308997
Ireland,2020,25-29,113,294399
Ireland,2020,30-34,168,331441
Ireland,2020,35-39,291,391495
Ireland,2020,40-44,418,388881
Ireland,2020,45-49,546,360950
Ireland,2020,5-9,23,351952
Ireland,2020,50-54,841,318384
Ireland,2020,55-59,1152,294440
Ireland,2020,60-64,1668,259782
Ireland,2020,65-69,2347,225691
Ireland,2020,70-74,3552,191520
Ireland,2020,75-79,4152,137648
Ireland,2020,80-84,5343,90422
Ireland,2020,85+,11422,76115
Ireland,2021,0-4,206,303092
Ireland,2021,10-14,20,362576
Ireland,2021,15-19,61,327734
Ireland,2021,20-24,96,310392
Ireland,2021,25-29,121,295043
Ireland,2021,30-34,162,331302
Ireland,2021,35-39,247,385102
Ireland,2021,40-44,377,401423
Ireland,2021,45-49,618,366729
Ireland,2021,5-9,15,344897
Ireland,2021,50-54,847,327265
Ireland,2021,55-59,1327,300091
Ireland,2021,60-64,1828,267070
Ireland,2021,65-69,2460,231159
Ireland,2021,70-74,3595,195722
Ireland,2021,75-79,4611,146601
Ireland,2021,80-84,5599,92220
Ireland,2021,85+,12102,78475
Ireland,2022,0-4,194,296694
Ireland,2022,10-14,32,371447
Ireland,2022,15-19,71,333936
Ireland,2022,20-24,70,311012
Ireland,2022,25-29,106,298290
Ireland,2022,30-34,170,334108
Ireland,2022,35-39,231,384473
Ireland,2022,40-44,415,411364
Ireland,2022,45-49,540,373804
Ireland,2022,5-9,20,344357
Ireland,2022,50-54,908,339388
Ireland,2022,55-59,1227,307216
Ireland,2022,60-64,1767,274960
Ireland,2022,65-69,2429,238459
Ireland,2022,70-74,3607,202709
Ireland,2022,75-79,4959,152700
Ireland,2022,80-84,5689,96016
Ireland,2022,85+,12565,83344
Ireland,2023,0-4,199,298007
Ireland,2023,10-14,27,379467
Ireland,2023,15-19,74,343539
Ireland,2023,20-24,100,314437
Ireland,2023,25-29,121,309559
Ireland,2023,30-34,145,339309
Ireland,2023,35-39,224,385962
Ireland,2023,40-44,395,425708
Ireland,2023,45-49,577,383883
Ireland,2023,5-9,17,341967
Ireland,2023,50-54,900,350992
Ireland,2023,55-59,1218,314883
Ireland,2023,60-64,1769,283167
Ireland,2023,65-69,2507,244141
Ireland,2023,70-74,3474,208673
Ireland,2023,75-79,4949,160558
Ireland,2023,80-84,5592,100109
Ireland,2023,85+,12702,87034
Italy,2011,0-4,1903,2814758
Italy,2011,10-14,270,2815128
Italy,2011,15-19,710,2917378
Italy,2011,20-24,1122,3075031
Italy,2011,25-29,1220,3357372
Italy,2011,30-34,1706,3954616
Italy,2011,35-39,2759,4689885
Italy,2011,40-44,4645,4870390
Italy,2011,45-49,7854,4738991
Italy,2011,5-9,233,2809995
Italy,2011,50-54,11038,4115911
Italy,2011,55-59,15839,3710147
Italy,2011,60-64,25559,3824379
Italy,2011,65-69,33634,3051944
Italy,2011,70-74,53585,3106471
Italy,2011,75-79,78521,2528778
Italy,2011,80-84,113111,1931624
Italy,2011,85+,239718,1635699
Italy,2012,0-4,1820,2783769
Italy,2012,10-14,246,2830915
Italy,2012,15-19,624,2896250
Italy,2012,20-24,974,3099677
Italy,2012,25-29,1132,3314664
Italy,2012,30-34,1559,3809575
Italy,2012,35-39,2753,4601481
Italy,2012,40-44,4588,4846233
Italy,2012,45-49,7811,4838039
Italy,2012,5-9,193,2819562
Italy,2012,50-54,11078,4219694
Italy,2012,55-59,15788,3771147
Italy,2012,60-64,24904,3754974
Italy,2012,65-69,34615,3179331
Italy,2012,70-74,53778,3127001
Italy,2012,75-79,78848,2537412
Italy,2012,80-84,115938,1963059
Italy,2012,85+,256234,1712402
Italy,2013,0-4,1815,2761737
Italy,2013,10-14,241,2836934
Italy,2013,15-19,610,2865512
Italy,2013,20-24,959,3125714
Italy,2013,25-29,1149,3278455
Italy,2013,30-34,1560,3721266
Italy,2013,35-39,2659,4499274
Italy,2013,40-44,4555,4833220
Italy,2013,45-49,7767,4912951
Italy,2013,5-9,207,2836532
Italy,2013,50-54,11343,4328297
Italy,2013,55-59,15924,3848124
Italy,2013,60-64,24067,3687838
Italy,2013,65-69,35060,3304792
Italy,2013,70-74,52089,3104623
Italy,2013,75-79,76831,2577066
Italy,2013,80-84,110882,1981859
Italy,2013,85+,253026,1773115
Italy,2014,0-4,1717,2707604
Italy,2014,10-14,241,2840653
Italy,2014,15-19,565,2850419
Italy,2014,20-24,877,3099555
Italy,2014,25-29,1069,3266140
Italy,2014,30-34,1410,3628726
Italy,2014,35-39,2538,4374615
Italy,2014,40-44,4304,4809514
Italy,2014,45-49,7387,4949356
Italy,2014,5-9,206,2846970
Italy,2014,50-54,11379,4457493
Italy,2014,55-59,15781,3920002
Italy,2014,60-64,23198,3615804
Italy,2014,65-69,35631,3441090
Italy,2014,70-74,49874,3041127
Italy,2014,75-79,75696,2644574
Italy,2014,80-84,109415,2010325
Italy,2014,85+,257076,1841950
Italy,2015,0-4,1678,2639830
Italy,2015,10-14,232,2845693
Italy,2015,15-19,648,2847440
Italy,2015,20-24,901,3060268
Italy,2015,25-29,1047,3235616
Italy,2015,30-34,1452,3548205
Italy,2015,35-39,2350,4189436
Italy,2015,40-44,4308,4773914
Italy,2015,45-49,7662,4922880
Italy,2015,5-9,181,2839650
Italy,2015,50-54,11926,4606435
Italy,2015,55-59,16525,3991998
Italy,2015,60-64,23995,3612371
Italy,2015,65-69,37615,3551096
Italy,2015,70-74,49951,2958073
Italy,2015,75-79,80580,2716379
Italy,2015,80-84,116284,2043916
Italy,2015,85+,290236,1912297
Italy,2016,0-4,1563,2563779
Italy,2016,10-14,262,2832275
Italy,2016,15-19,569,2863240
Italy,2016,20-24,874,3011433
Italy,2016,25-29,1024,3218786
Italy,2016,30-34,1365,3480793
Italy,2016,35-39,2237,4019133
Italy,2016,40-44,4153,4725830
Italy,2016,45-49,7103,4883298
Italy,2016,5-9,219,2826949
Italy,2016,50-54,11646,4720066
Italy,2016,55-59,16173,4071859
Italy,2016,60-64,22398,3625089
Italy,2016,65-69,36488,3670374
Italy,2016,70-74,47379,2848705
Italy,2016,75-79,76350,2775042
Italy,2016,80-84,107560,2050515
Italy,2016,85+,277898,1976546
Italy,2017,0-4,1483,2491284
Italy,2017,10-14,261,2830996
Italy,2017,15-19,561,2870747
Italy,2017,20-24,872,2982184
Italy,2017,25-29,1001,3215851
Italy,2017,30-34,1324,3412512
Italy,2017,35-39,2055,3872779
Italy,2017,40-44,4084,4628648
Italy,2017,45-49,7167,4850613
Italy,2017,5-9,192,2793205
Italy,2017,50-54,11480,4808923
Italy,2017,55-59,16282,4166061
Italy,2017,60-64,23211,3680986
Italy,2017,65-69,35704,3599731
Italy,2017,70-74,49737,2965634
Italy,2017,75-79,79492,2790572
Italy,2017,80-84,112299,2063678
Italy,2017,85+,301856,2042330
Italy,2018,0-4,1487,2414284
Italy,2018,10-14,247,2836003
Italy,2018,15-19,596,2879427
Italy,2018,20-24,840,2961062
Italy,2018,25-29,1062,3216640
Italy,2018,30-34,1342,3346272
Italy,2018,35-39,2121,3758255
Italy,2018,40-44,3952,4504958
Italy,2018,45-49,6911,4818286
Italy,2018,5-9,198,2752385
Italy,2018,50-54,11598,4870982
Italy,2018,55-59,16435,4263608
Italy,2018,60-64,23140,3750459
Italy,2018,65-69,34076,3534776
Italy,2018,70-74,49587,3083893
Italy,2018,75-79,75479,2767716
Italy,2018,80-84,108840,2098937
Italy,2018,85+,295222,2079826
Italy,2019,0-4,1239,2338752
Italy,2019,10-14,210,2841862
Italy,2019,15-19,550,2873676
Italy,2019,20-24,814,2962307
Italy,2019,25-29,995,3175599
Italy,2019,30-34,1231,3320500
Italy,2019,35-39,1915,3654733
Italy,2019,40-44,3743,4372031
Italy,2019,45-49,6675,4785280
Italy,2019,5-9,149,2691273
Italy,2019,50-54,11105,4900974
Italy,2019,55-59,16499,4387417
Italy,2019,60-64,22919,3819054
Italy,2019,65-69,32725,3468709
Italy,2019,70-74,50459,3215420
Italy,2019,75-79,72840,2712798
Italy,2019,80-84,109518,2162715
Italy,2019,85+,300831,2133573
Italy,2020,0-4,1135,2264538
Italy,2020,10-14,218,2835060
Italy,2020,15-19,489,2871056
Italy,2020,20-24,737,2955888
Italy,2020,25-29,896,3128494
Italy,2020,30-34,1227,3282441
Italy,2020,35-39,1957,3572191
Italy,2020,40-44,3661,4187464
Italy,2020,45-49,6962,4749765
Italy,2020,5-9,149,2627956
Italy,2020,50-54,12039,4876704
Italy,2020,55-59,18372,4537491
Italy,2020,60-64,26380,3893350
Italy,2020,65-69,37688,3471014
Italy,2020,70-74,61973,3324360
Italy,2020,75-79,83204,2644013
Italy,2020,80-84,131356,2231536
Italy,2020,85+,351874,2188167
Italy,2021,0-4,1101,2216510
Italy,2021,10-14,227,2841695
Italy,2021,15-19,573,2857013
Italy,2021,20-24,769,2957340
Italy,2021,25-29,1012,3045579
Italy,2021,30-34,1316,3226146
Italy,2021,35-39,2017,3483252
Italy,2021,40-44,3642,4008570
Italy,2021,45-49,6931,4692501
Italy,2021,5-9,150,2578340
Italy,2021,50-54,11930,4817675
Italy,2021,55-59,18683,4623965
Italy,2021,60-64,26299,3946096
Italy,2021,65-69,37415,3474333
Italy,2021,70-74,59726,3441171
Italy,2021,75-79,78321,2547210
Italy,2021,80-84,122810,2277963
Italy,2021,85+,328424,2200854
Italy,2022,0-4,1079,2142834
Italy,2022,10-14,211,2823644
Italy,2022,15-19,589,2866117
Italy,2022,20-24,821,2923341
Italy,2022,25-29,959,3001345
Italy,2022,30-34,1311,3211649
Italy,2022,35-39,1893,3412872
Italy,2022,40-44,3501,3868084
Italy,2022,45-49,6592,4609870
Italy,2022,5-9,165,2523317
Italy,2022,50-54,11174,4807237
Italy,2022,55-59,18189,4735135
Italy,2022,60-64,25264,4053284
Italy,2022,65-69,35754,3527442
Italy,2022,70-74,56056,3368919
Italy,2022,75-79,79310,2649517
Italy,2022,80-84,123404,2283923
Italy,2022,85+,348805,2221603
Italy,2023,0-4,1159,2085244
Italy,2023,10-14,256,2794408
Italy,2023,15-19,574,2895108
Italy,2023,20-24,837,2938344
Italy,2023,25-29,985,2995670
Italy,2023,30-34,1291,3234123
Italy,2023,35-39,1918,3366663
Italy,2023,40-44,3302,3773564
Italy,2023,45-49,6296,4503977
Italy,2023,5-9,194,2464447
Italy,2023,50-54,10883,4791465
Italy,2023,55-59,17786,4810601
Italy,2023,60-64,24618,4162290
Italy,2023,65-69,34577,3601512
Italy,2023,70-74,52107,3312180
Italy,2023,75-79,76556,2760935
Italy,2023,80-84,114422,2263224
Italy,2023,85+,323304,2243446
Latvia,2011,0-4,152,107869
Latvia,2011,10-14,13,89809
Latvia,2011,15-19,59,122365
Latvia,2011,20-24,118,155706
Latvia,2011,25-29,175,147966
Latvia,2011,30-34,246,135044
Latvia,2011,35-39,350,142973
Latvia,2011,40-44,501,141122
Latvia,2011,45-49,863,149021
Latvia,2011,5-9,25,96865
Latvia,2011,50-54,1253,152843
Latvia,2011,55-59,1688,132704
Latvia,2011,60-64,2157,119178
Latvia,2011,65-69,2706,106522
Latvia,2011,70-74,3735,109320
Latvia,2011,75-79,4128,76600
Latvia,2011,80-84,4786,55810
Latvia,2011,85+,5585,32888
Latvia,2012,0-4,143,104325
Latvia,2012,10-14,10,89115
Latvia,2012,15-19,53,110566
Latvia,2012,20-24,111,149364
Latvia,2012,25-29,175,148320
Latvia,2012,30-34,220,132353
Latvia,2012,35-39,347,138898
Latvia,2012,40-44,506,140669
Latvia,2012,45-49,795,143424
Latvia,2012,5-9,16,98722
Latvia,2012,50-54,1272,153905
Latvia,2012,55-59,1571,133043
Latvia,2012,60-64,2241,122563
Latvia,2012,65-69,2406,99849
Latvia,2012,70-74,3697,110462
Latvia,2012,75-79,4087,77403
Latvia,2012,80-84,5035,56539
Latvia,2012,85+,6340,35293
Latvia,2013,0-4,117,101271
Latvia,2013,10-14,18,89805
Latvia,2013,15-19,35,99633
Latvia,2013,20-24,83,143614
Latvia,2013,25-29,158,149365
Latvia,2013,30-34,260,132349
Latvia,2013,35-39,328,135424
Latvia,2013,40-44,554,140190
Latvia,2013,45-49,784,139231
Latvia,2013,5-9,19,101240
Latvia,2013,50-54,1271,152990
Latvia,2013,55-59,1648,135555
Latvia,2013,60-64,2125,123374
Latvia,2013,65-69,2362,97812
Latvia,2013,70-74,3611,108169
Latvia,2013,75-79,4097,79622
Latvia,2013,80-84,4744,56605
Latvia,2013,85+,6477,37576
Latvia,2014,0-4,105,99095
Latvia,2014,10-14,19,91560
Latvia,2014,15-19,60,91835
Latvia,2014,20-24,111,134223
Latvia,2014,25-29,174,147024
Latvia,2014,30-34,244,134101
Latvia,2014,35-39,380,132003
Latvia,2014,40-44,541,138512
Latvia,2014,45-49,680,136112
Latvia,2014,5-9,20,103729
Latvia,2014,50-54,1195,150000
Latvia,2014,55-59,1629,139610
Latvia,2014,60-64,2094,122049
Latvia,2014,65-69,2423,99251
Latvia,2014,70-74,3329,103689
Latvia,2014,75-79,4155,82915
Latvia,2014,80-84,4547,55708
Latvia,2014,85+,6760,40052
Latvia,2015,0-4,106,100386
Latvia,2015,10-14,15,92092
Latvia,2015,15-19,36,87794
Latvia,2015,20-24,85,124503
Latvia,2015,25-29,168,144802
Latvia,2015,30-34,246,135861
Latvia,2015,35-39,351,129127
Latvia,2015,40-44,492,137503
Latvia,2015,45-49,697,134134
Latvia,2015,5-9,19,105242
Latvia,2015,50-54,1137,146613
Latvia,2015,55-59,1607,141822
Latvia,2015,60-64,2029,121141
Latvia,2015,65-69,2360,103499
Latvia,2015,70-74,3176,98023
Latvia,2015,75-79,4207,86939
Latvia,2015,80-84,4634,54752
Latvia,2015,85+,7113,41863
Latvia,2016,0-4,106,103624
Latvia,2016,10-14,15,92793
Latvia,2016,15-19,42,86281
Latvia,2016,20-24,93,113332
Latvia,2016,25-29,181,142180
Latvia,2016,30-34,224,137236
Latvia,2016,35-39,316,126836
Latvia,2016,40-44,510,135589
Latvia,2016,45-49,683,133922
Latvia,2016,5-9,13,103843
Latvia,2016,50-54,1020,140870
Latvia,2016,55-59,1644,143381
Latvia,2016,60-64,1987,122485
Latvia,2016,65-69,2513,107417
Latvia,2016,70-74,3018,91871
Latvia,2016,75-79,4252,88883
Latvia,2016,80-84,4416,54611
Latvia,2016,85+,7547,43803
Latvia,2017,0-4,103,106973
Latvia,2017,10-14,18,94980
Latvia,2017,15-19,45,85799
Latvia,2017,20-24,84,102510
Latvia,2017,25-29,141,137155
Latvia,2017,30-34,259,138635
Latvia,2017,35-39,317,125024
Latvia,2017,40-44,432,132105
Latvia,2017,45-49,687,133550
Latvia,2017,5-9,11,101634
Latvia,2017,50-54,1051,135855
Latvia,2017,55-59,1583,144574
Latvia,2017,60-64,2020,123413
Latvia,2017,65-69,2609,110632
Latvia,2017,70-74,2790,86241
Latvia,2017,75-79,4349,90133
Latvia,2017,80-84,4445,55838
Latvia,2017,85+,7813,45065
Latvia,2018,0-4,75,107725
Latvia,2018,10-14,16,97767
Latvia,2018,15-19,45,86834
Latvia,2018,20-24,68,92989
Latvia,2018,25-29,120,131714
Latvia,2018,30-34,245,139806
Latvia,2018,35-39,285,125015
Latvia,2018,40-44,491,128938
Latvia,2018,45-49,663,133208
Latvia,2018,5-9,15,99799
Latvia,2018,50-54,1040,131885
Latvia,2018,55-59,1605,143946
Latvia,2018,60-64,2050,125897
Latvia,2018,65-69,2636,111555
Latvia,2018,70-74,2751,84730
Latvia,2018,75-79,4105,88289
Latvia,2018,80-84,4668,58111
Latvia,2018,85+,7942,46171
Latvia,2019,0-4,78,106168
Latvia,2019,10-14,18,100691
Latvia,2019,15-19,51,88927
Latvia,2019,20-24,67,87077
Latvia,2019,25-29,127,123792
Latvia,2019,30-34,199,139017
Latvia,2019,35-39,244,127927
Latvia,2019,40-44,452,126352
Latvia,2019,45-49,601,132411
Latvia,2019,5-9,3,98221
Latvia,2019,50-54,900,129259
Latvia,2019,55-59,1535,141408
Latvia,2019,60-64,1985,129739
Latvia,2019,65-69,2425,110469
Latvia,2019,70-74,2749,86232
Latvia,2019,75-79,3838,84765
Latvia,2019,80-84,4603,60749
Latvia,2019,85+,7844,46764
Latvia,2020,0-4,80,103060
Latvia,2020,10-14,13,102501
Latvia,2020,15-19,38,89522
Latvia,2020,20-24,64,83996
Latvia,2020,25-29,91,115546
Latvia,2020,30-34,181,137794
Latvia,2020,35-39,264,130379
Latvia,2020,40-44,438,124087
Latvia,2020,45-49,672,131906
Latvia,2020,5-9,11,99627
Latvia,2020,50-54,916,127715
Latvia,2020,55-59,1408,138282
Latvia,2020,60-64,2084,131847
Latvia,2020,65-69,2522,109804
Latvia,2020,70-74,2960,90370
Latvia,2020,75-79,3857,80187
Latvia,2020,80-84,4940,64080
Latvia,2020,85+,8315,46972
Latvia,2021,0-4,62,98395
Latvia,2021,10-14,8,101631
Latvia,2021,15-19,30,90565
Latvia,2021,20-24,68,83094
Latvia,2021,25-29,101,106132
Latvia,2021,30-34,211,136375
Latvia,2021,35-39,370,132376
Latvia,2021,40-44,517,122421
Latvia,2021,45-49,829,130447
Latvia,2021,5-9,7,102952
Latvia,2021,50-54,1194,128098
Latvia,2021,55-59,1785,133517
Latvia,2021,60-64,2584,133522
Latvia,2021,65-69,3137,111464
Latvia,2021,70-74,3744,93795
Latvia,2021,75-79,4219,74958
Latvia,2021,80-84,6102,65690
Latvia,2021,85+,9632,47791
Latvia,2022,0-4,50,93790
Latvia,2022,10-14,16,99883
Latvia,2022,15-19,37,92847
Latvia,2022,20-24,56,82883
Latvia,2022,25-29,110,97180
Latvia,2022,30-34,220,132936
Latvia,2022,35-39,378,135403
Latvia,2022,40-44,503,121963
Latvia,2022,45-49,680,128147
Latvia,2022,5-9,17,106319
Latvia,2022,50-54,1160,128703
Latvia,2022,55-59,1442,129230
Latvia,2022,60-64,2253,134850
Latvia,2022,65-69,2776,112253
Latvia,2022,70-74,3334,96013
Latvia,2022,75-79,3432,70004
Latvia,2022,80-84,5289,65452
Latvia,2022,85+,8978,47901
Latvia,2023,0-4,47,90245
Latvia,2023,10-14,15,100752
Latvia,2023,15-19,46,97663
Latvia,2023,20-24,56,84994
Latvia,2023,25-29,76,90043
Latvia,2023,30-34,198,130197
Latvia,2023,35-39,369,140118
Latvia,2023,40-44,494,124727
Latvia,2023,45-49,648,127359
Latvia,2023,5-9,8,109480
Latvia,2023,50-54,955,130010
Latvia,2023,55-59,1336,126933
Latvia,2023,60-64,2062,135569
Latvia,2023,65-69,2703,115284
Latvia,2023,70-74,3112,97231
Latvia,2023,75-79,3116,69031
Latvia,2023,80-84,4530,64106
Latvia,2023,85+,8260,49266
Netherlands,2011,0-4,758,923106
Netherlands,2011,10-14,106,998740
Netherlands,2011,15-19,217,1006744
Netherlands,2011,20-24,327,1034729
Netherlands,2011,25-29,356,1001538
Netherlands,2011,30-34,445,1004764
Netherlands,2011,35-39,754,1121568
Netherlands,2011,40-44,1378,1295925
Netherlands,2011,45-49,2426,1298292
Netherlands,2011,5-9,73,985229
Netherlands,2011,50-54,3756,1196319
Netherlands,2011,55-59,5635,1090247
Netherlands,2011,60-64,8474,1103652
Netherlands,2011,65-69,10299,790560
Netherlands,2011,70-74,12940,637518
Netherlands,2011,75-79,17849,499321
Netherlands,2011,80-84,23554,360828
Netherlands,2011,85+,46394,306719
Netherlands,2012,0-4,776,918736
Netherlands,2012,10-14,99,1009231
Netherlands,2012,15-19,199,998095
Netherlands,2012,20-24,330,1049537
Netherlands,2012,25-29,336,1011311
Netherlands,2012,30-34,489,1009259
Netherlands,2012,35-39,649,1071786
Netherlands,2012,40-44,1336,1288553
Netherlands,2012,45-49,2362,1297305
Netherlands,2012,5-9,95,968692
Netherlands,2012,50-54,3775,1216443
Netherlands,2012,55-59,5642,1104542
Netherlands,2012,60-64,8393,1070490
Netherlands,2012,65-69,11198,874056
Netherlands,2012,70-74,13255,649753
Netherlands,2012,75-79,17948,506544
Netherlands,2012,80-84,24134,368582
Netherlands,2012,85+,49797,317433
Netherlands,2013,0-4,738,912202
Netherlands,2013,10-14,88,1015734
Netherlands,2013,15-19,216,992851
Netherlands,2013,20-24,294,1056687
Netherlands,2013,25-29,381,1023390
Netherlands,2013,30-34,396,1009469
Netherlands,2013,35-39,649,1030812
Netherlands,2013,40-44,1262,1270190
Netherlands,2013,45-49,2187,1292024
Netherlands,2013,5-9,70,949986
Netherlands,2013,50-54,3728,1234911
Netherlands,2013,55-59,5558,1115177
Netherlands,2013,60-64,8180,1051797
Netherlands,2013,65-69,11839,941814
Netherlands,2013,70-74,13265,667580
Netherlands,2013,75-79,17582,512131
Netherlands,2013,80-84,24019,377863
Netherlands,2013,85+,50793,324957
Netherlands,2014,0-4,729,897669
Netherlands,2014,10-14,100,1016243
Netherlands,2014,15-19,226,995966
Netherlands,2014,20-24,266,1062309
Netherlands,2014,25-29,364,1036778
Netherlands,2014,30-34,444,1006877
Netherlands,2014,35-39,614,1011688
Netherlands,2014,40-44,1232,1232315
Netherlands,2014,45-49,2152,1285478
Netherlands,2014,5-9,75,936162
Netherlands,2014,50-54,3647,1253267
Netherlands,2014,55-59,5335,1131309
Netherlands,2014,60-64,7880,1044204
Netherlands,2014,65-69,11725,985760
Netherlands,2014,70-74,13287,688947
Netherlands,2014,75-79,17287,527228
Netherlands,2014,80-84,23309,383047
Netherlands,2014,85+,50551,334042
Netherlands,2015,0-4,659,888322
Netherlands,2015,10-14,86,1009089
Netherlands,2015,15-19,187,1000993
Netherlands,2015,20-24,276,1069032
Netherlands,2015,25-29,362,1050674
Netherlands,2015,30-34,440,1012741
Netherlands,2015,35-39,624,1002000
Netherlands,2015,40-44,1099,1176864
Netherlands,2015,45-49,2135,1285917
Netherlands,2015,5-9,60,929655
Netherlands,2015,50-54,3571,1270184
Netherlands,2015,55-59,5460,1151386
Netherlands,2015,60-64,8064,1046184
Netherlands,2015,65-69,12390,1014432
Netherlands,2015,70-74,14229,715743
Netherlands,2015,75-79,18245,542534
Netherlands,2015,80-84,24481,390492
Netherlands,2015,85+,54766,344484
Netherlands,2016,0-4,703,876854
Netherlands,2016,10-14,79,992880
Netherlands,2016,15-19,183,1018727
Netherlands,2016,20-24,315,1065946
Netherlands,2016,25-29,366,1071002
Netherlands,2016,30-34,480,1017341
Netherlands,2016,35-39,608,1009413
Netherlands,2016,40-44,1098,1119982
Netherlands,2016,45-49,2043,1286744
Netherlands,2016,5-9,55,930038
Netherlands,2016,50-54,3625,1280519
Netherlands,2016,55-59,5564,1170614
Netherlands,2016,60-64,8058,1053752
Netherlands,2016,65-69,12444,1046703
Netherlands,2016,70-74,14675,729512
Netherlands,2016,75-79,18383,560345
Netherlands,2016,80-84,24330,394936
Netherlands,2016,85+,55988,353812
Netherlands,2017,0-4,694,872289
Netherlands,2017,10-14,99,980299
Netherlands,2017,15-19,228,1035405
Netherlands,2017,20-24,304,1066243
Netherlands,2017,25-29,358,1090087
Netherlands,2017,30-34,444,1032122
Netherlands,2017,35-39,632,1018187
Netherlands,2017,40-44,1021,1073880
Netherlands,2017,45-49,2042,1282591
Netherlands,2017,5-9,79,929180
Netherlands,2017,50-54,3393,1281617
Netherlands,2017,55-59,5345,1191605
Netherlands,2017,60-64,7971,1068342
Netherlands,2017,65-69,11544,1015641
Netherlands,2017,70-74,15537,807859
Netherlands,2017,75-79,18484,571885
Netherlands,2017,80-84,24358,402119
Netherlands,2017,85+,57681,362156
Netherlands,2018,0-4,676,868099
Netherlands,2018,10-14,70,966459
Netherlands,2018,15-19,211,1048032
Netherlands,2018,20-24,290,1068781
Netherlands,2018,25-29,382,1106157
Netherlands,2018,30-34,461,1052789
