STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2004,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2005,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2006,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2007,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2008,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2009,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2010,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2011,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2012,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2013,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2014,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2015,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2016,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2017,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2018,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2019,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2020,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2021,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2022,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2023,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EE,Estonia,2024,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,1998,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,1999,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2000,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2001,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2002,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2003,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2004,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2005,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2006,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2007,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2008,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2009,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2010,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2011,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2012,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2013,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2014,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2015,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2016,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2017,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2018,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2019,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2020,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2021,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2022,,0,,b,break in time series,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2023,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,EL,Greece,2024,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,1998,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,1999,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2000,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2001,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2002,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2003,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2004,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2005,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2006,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2007,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2008,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2009,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2010,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2011,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2012,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2013,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2014,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2015,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2016,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2017,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2018,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2019,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2020,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2021,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2022,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2023,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,ES,Spain,2024,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,1998,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,1999,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2000,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2001,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2002,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2003,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2004,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2005,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2006,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2007,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2008,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2009,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2010,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2011,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2012,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2013,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2014,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2015,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2016,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2017,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2018,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2019,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2020,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2021,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2022,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2023,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FI,Finland,2024,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,1998,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,1999,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2000,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2001,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2002,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2003,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2004,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2005,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2006,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2007,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2008,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2009,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2010,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2011,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2012,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2013,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2014,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2015,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2016,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2017,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2018,,0,,p,provisional,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2019,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2020,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2021,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2022,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2023,,0,,p,provisional,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FR,France,2024,,0,,p,provisional,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,1998,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,1999,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2000,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2001,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2002,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2003,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2004,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2005,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2006,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2007,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2008,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2009,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2010,,0.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2011,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2012,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,FX,Metropolitan France,2013,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2006,,2616.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2007,,2017.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2008,,1373.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2009,,560.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2010,,562.0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2011,,407,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2012,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2014,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2015,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2016,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2017,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2018,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2019,,0,,,,,
dataflow,ESTAT:DEMO_PJANGROUP(1.0),Population on 1 January by age group and sex,A,Annual,NR,Number,T,Total,UNK,Unknown,GE,Georgia,2020,,0,,,,,
